w Gamma(a,b) + (1-w) InverseGamma(g,d): [a,b,g,d,w] =	[0.7920239, 3.75463, 3.437898, 56.19209, 0.9488415]
gene	p_phi_neg	q_phi_neg	phi_neg	p_phi_pos	q_phi_pos	phi_pos_or_p(m=0|s)*p(k=0|s)	m_obs	k_obs	s_obs
ADAM20P1	3.377835e-01	5.754898e-01	1.248960	1.000000e+00	1.000000e+00	0.286803	0	0	0
ADAM21	1.012536e-03	1.662269e-02	6.380966	8.928747e-01	1.000000e+00	0.036897	26	0	15
ADAM21P1	5.188846e-01	6.947493e-01	0.949935	4.267795e-01	1.000000e+00	1.373585	29	2	8
ADAM22	2.944159e-01	5.359960e-01	1.340167	3.926105e-01	1.000000e+00	1.486044	21	0	5
ADAM23	4.731901e-01	6.640029e-01	1.022773	5.110843e-01	1.000000e+00	1.091328	15	1	5
ADAM28	5.357334e-06	3.289474e-04	10.888356	1.000000e+00	1.000000e+00	0.009172	47	2	29
ADAM29	8.739598e-02	2.619774e-01	2.478438	5.363495e-01	1.000000e+00	1.005268	56	1	15
ADAM30	1.733990e-03	2.330214e-02	5.874697	8.866370e-01	1.000000e+00	0.052971	20	1	14
ADAM32	3.705722e-01	6.009644e-01	1.180068	4.502429e-01	1.000000e+00	1.281231	27	1	7
ADAM33	1.426480e-01	3.518788e-01	2.033836	8.075896e-01	1.000000e+00	0.314891	9	0	5
ADAM6	3.944641e-01	6.174479e-01	1.143073	1.000000e+00	1.000000e+00	0.318838	0	0	0
ADAM7	4.897139e-02	1.848160e-01	2.934168	6.391050e-01	1.000000e+00	0.735022	57	1	17
ADAM8	7.752045e-01	8.676601e-01	0.515619	5.110843e-01	1.000000e+00	1.091171	5	0	1
ADAM9	5.690739e-02	2.021761e-01	2.806870	8.700632e-01	1.000000e+00	0.100770	5	0	4
ADAMDEC1	0.000000e+00	0.000000e+00	13.619492	8.782260e-01	1.000000e+00	0.087854	27	4	29
ADAMTS1	1.823654e-01	4.073759e-01	1.783903	8.700632e-01	1.000000e+00	0.110371	1	0	1
ADAMTS10	5.357334e-06	3.289474e-04	10.791052	8.928747e-01	1.000000e+00	0.020842	29	2	29
ADAMTS12	2.196507e-04	5.742297e-03	7.776486	8.928747e-01	1.000000e+00	0.020048	38	1	22
ADAMTS13	2.990643e-02	1.374959e-01	3.391472	6.570931e-01	1.000000e+00	0.669058	9	2	9
ADAMTS14	3.527983e-02	1.518057e-01	3.229410	8.373442e-01	1.000000e+00	0.216017	18	0	10
ADAMTS15	1.607200e-05	8.174387e-04	9.981603	1.000000e+00	1.000000e+00	0.000237	8	0	14
ADAMTS16	2.457231e-03	2.902954e-02	5.565485	8.519965e-01	1.000000e+00	0.140456	31	0	16
ADAMTS17	2.407157e-01	4.798377e-01	1.532798	6.687257e-01	1.000000e+00	0.631534	10	0	4
ADAMTS18	1.410765e-04	4.381586e-03	8.248796	8.603539e-01	1.000000e+00	0.125839	76	1	35
ADAMTS19	5.877138e-01	7.457693e-01	0.805134	1.490643e-01	1.000000e+00	2.763475	49	2	11
ADAMTS2	7.127219e-02	2.318924e-01	2.633470	4.325512e-01	1.000000e+00	1.355835	42	0	13
ADAMTS20	9.781760e-01	9.874335e-01	0.149024	3.145291e-02	1.000000e+00	4.641205	80	9	17
ADAMTS3	9.173006e-02	2.704523e-01	2.429002	7.817083e-01	1.000000e+00	0.392845	13	1	7
ADAMTS4	1.455784e-01	3.565162e-01	2.013456	6.631273e-01	1.000000e+00	0.659171	8	1	6
ADAMTS5	2.407157e-01	4.798377e-01	1.526007	4.805547e-01	1.000000e+00	1.192265	12	2	7
ADAMTS6	2.375085e-04	6.089744e-03	7.716882	8.519965e-01	1.000000e+00	0.147387	43	5	28
ADAMTS7	5.357334e-06	3.289474e-04	10.683781	1.000000e+00	1.000000e+00	0.009687	23	1	24
ADAMTS8	1.317904e-03	1.971154e-02	6.127137	1.000000e+00	1.000000e+00	0.018106	16	0	14
ADAMTS9	9.524947e-01	9.717570e-01	0.200063	5.806636e-02	1.000000e+00	3.935394	42	4	9
ADAMTSL1	2.627058e-02	1.269722e-01	3.517138	6.184382e-01	1.000000e+00	0.793772	22	4	16
ADAMTSL2	4.897139e-02	1.848160e-01	2.926399	8.782260e-01	1.000000e+00	0.098726	5	0	4
ADAMTSL3	1.823654e-01	4.073759e-01	1.797712	6.109468e-01	1.000000e+00	0.803147	41	4	17
ADAMTSL4	2.871460e-01	5.291083e-01	1.376818	6.184382e-01	1.000000e+00	0.794108	11	1	6
ADAMTSL5	5.776813e-01	7.392199e-01	0.825428	6.800439e-01	1.000000e+00	0.595592	3	0	1
ADAP1	5.857352e-03	5.022202e-02	4.801929	8.928747e-01	1.000000e+00	0.020523	5	0	6
ADAP2	4.875174e-03	4.476144e-02	4.965437	8.321386e-01	1.000000e+00	0.226896	4	1	6
ADAR	1.521483e-03	2.151515e-02	5.994061	1.000000e+00	1.000000e+00	0.005532	5	0	7
ADARB1	9.425247e-01	9.661267e-01	0.223273	3.094218e-02	1.000000e+00	4.678147	7	2	1
ADARB2	2.566163e-03	2.993750e-02	5.526608	1.000000e+00	1.000000e+00	0.017206	12	0	12
ADARB2-AS1	7.498875e-01	8.509575e-01	0.554016	6.949945e-01	1.000000e+00	0.555595	1	0	0
ADAT1	6.444355e-01	7.866226e-01	0.712583	7.404675e-01	1.000000e+00	0.462371	1	0	0
ADAT2	8.082610e-02	2.497434e-01	2.521709	1.000000e+00	1.000000e+00	0.080322	0	0	1
ADAT3	1.010322e-01	2.864318e-01	2.351044	8.866370e-01	1.000000e+00	0.049083	1	0	2
ADC	1.749652e-01	3.970216e-01	1.826494	8.419086e-01	1.000000e+00	0.191265	3	0	2
ADCK1	3.341191e-03	3.513615e-02	5.298137	1.000000e+00	1.000000e+00	0.008529	4	0	6
ADCK2	4.103004e-02	1.659157e-01	3.092495	8.866370e-01	1.000000e+00	0.048193	3	0	4
ADCK3	3.481410e-01	5.837061e-01	1.233598	8.140469e-01	1.000000e+00	0.283267	2	0	1
ADCK4	9.398550e-03	6.871654e-02	4.391840	5.502339e-01	1.000000e+00	0.970512	4	2	7
ADCK5	4.074967e-01	6.253665e-01	1.124206	8.012733e-01	1.000000e+00	0.327933	2	0	1
ADCY1	1.712883e-01	3.914381e-01	1.848521	5.958516e-01	1.000000e+00	0.853332	34	3	18
ADCY10	1.857209e-04	5.247376e-03	8.003918	8.928747e-01	1.000000e+00	0.033734	30	2	21
ADCY10P1	3.821529e-01	6.096809e-01	1.177677	1.000000e+00	1.000000e+00	0.307993	0	0	0
ADCY2	3.182542e-01	5.576395e-01	1.298223	6.800439e-01	1.000000e+00	0.580745	8	0	3
ADCY3	1.267902e-04	4.080460e-03	8.397176	1.000000e+00	1.000000e+00	0.000396	3	0	8
ADCY4	0.000000e+00	0.000000e+00	13.013677	1.000000e+00	1.000000e+00	0.000010	5	0	14
ADCY5	6.678810e-04	1.251673e-02	6.751592	8.463999e-01	1.000000e+00	0.174616	20	2	19
ADCY6	6.944177e-02	2.284053e-01	2.651072	8.321386e-01	1.000000e+00	0.224279	14	0	8
ADCY7	1.603629e-03	2.232165e-02	5.945257	8.463999e-01	1.000000e+00	0.173297	8	1	11
ADCY8	0.000000e+00	0.000000e+00	21.907130	1.000000e+00	1.000000e+00	0.000001	51	0	48
ADCY9	1.315226e-01	3.352909e-01	2.118781	8.012733e-01	1.000000e+00	0.322298	10	0	5
ADCYAP1	4.194436e-02	1.679754e-01	3.064752	8.866370e-01	1.000000e+00	0.059505	4	0	5
ADCYAP1R1	4.196578e-04	9.097948e-03	7.195106	8.866370e-01	1.000000e+00	0.045266	16	1	15
ADD1	3.183507e-02	1.427759e-01	3.331629	8.866370e-01	1.000000e+00	0.054162	4	0	4
ADD2	7.127219e-02	2.318924e-01	2.636365	7.273599e-01	1.000000e+00	0.493173	30	1	12
ADD3	1.285582e-02	8.271860e-02	4.100937	8.928747e-01	1.000000e+00	0.021187	3	0	4
ADGB	3.276028e-01	5.667841e-01	1.273439	1.000000e+00	1.000000e+00	0.279867	0	0	0
ADH1A	8.006250e-01	8.832427e-01	0.469053	2.780331e-01	1.000000e+00	1.963656	15	1	4
ADH1B	3.842816e-02	1.594000e-01	3.156705	7.273599e-01	1.000000e+00	0.489955	33	0	14
ADH1C	4.470303e-01	6.486526e-01	1.075595	1.000000e+00	1.000000e+00	0.341095	0	0	0
ADH4	5.877138e-01	7.457693e-01	0.805024	5.363495e-01	1.000000e+00	1.013489	8	0	2
ADH5	3.276028e-01	5.667841e-01	1.272925	8.140469e-01	1.000000e+00	0.283564	2	0	1
ADH6	9.407657e-02	2.747666e-01	2.407077	7.887800e-01	1.000000e+00	0.379704	16	0	7
ADH7	8.082610e-02	2.497434e-01	2.526020	8.075896e-01	1.000000e+00	0.307960	16	0	7
ADHFE1	8.131665e-01	8.910747e-01	0.451443	4.502429e-01	1.000000e+00	1.291628	6	0	1
ADI1	7.127219e-02	2.318924e-01	2.624156	8.825583e-01	1.000000e+00	0.072167	2	0	2
ADIG	2.355120e-01	4.737141e-01	1.551480	1.000000e+00	1.000000e+00	0.211934	0	0	0
ADIPOQ	2.568324e-01	4.968940e-01	1.460134	8.012733e-01	1.000000e+00	0.325893	4	0	2
ADIPOR1	1.455784e-01	3.565162e-01	2.018208	8.262367e-01	1.000000e+00	0.255781	7	0	4
ADIPOR2	6.321619e-01	7.776416e-01	0.721859	7.635844e-01	1.000000e+00	0.437699	1	0	0
ADIRF	4.855513e-01	6.713058e-01	1.016462	1.000000e+00	1.000000e+00	0.361873	0	0	0
ADK	7.883496e-02	2.458292e-01	2.554523	8.825583e-01	1.000000e+00	0.076403	2	0	2
ADM	5.188846e-01	6.947493e-01	0.942033	1.000000e+00	1.000000e+00	0.389835	0	0	0
ADM2	7.752045e-01	8.676601e-01	0.502549	6.867120e-01	1.000000e+00	0.576418	1	0	0
ADM5	5.583235e-01	7.244815e-01	0.879182	1.000000e+00	1.000000e+00	0.415122	0	0	0
ADNP	9.865174e-02	2.820391e-01	2.371510	8.519965e-01	1.000000e+00	0.155931	5	0	3
ADNP2	1.409336e-02	8.733953e-02	4.020812	8.866370e-01	1.000000e+00	0.043983	9	0	8
ADO	7.099039e-01	8.285024e-01	0.605310	7.153095e-01	1.000000e+00	0.505223	1	0	0
ADORA1	8.739598e-02	2.619774e-01	2.462485	8.463999e-01	1.000000e+00	0.165176	7	0	5
ADORA2A	7.696703e-02	2.422301e-01	2.566475	8.866370e-01	1.000000e+00	0.055561	3	0	4
ADORA2B	4.974303e-01	6.800728e-01	0.992903	7.950766e-01	1.000000e+00	0.356504	2	0	1
ADORA3	6.607379e-04	1.250845e-02	6.770716	8.321386e-01	1.000000e+00	0.230218	9	1	12
ADPGK	1.516893e-01	3.648754e-01	1.961921	8.825583e-01	1.000000e+00	0.064747	1	0	2
ADPRH	4.194436e-02	1.679754e-01	3.078594	7.887800e-01	1.000000e+00	0.369985	5	1	5
ADPRHL1	2.080610e-02	1.110253e-01	3.714751	8.928747e-01	1.000000e+00	0.037889	3	0	4
ADPRHL2	6.444355e-01	7.866226e-01	0.713888	6.184382e-01	1.000000e+00	0.794206	4	0	1
ADPRM	3.377835e-01	5.754898e-01	1.249794	1.000000e+00	1.000000e+00	0.286564	0	0	0
ADRA1A	8.385496e-01	9.058607e-01	0.407040	2.498304e-01	1.000000e+00	2.114273	12	1	3
ADRA1B	9.524947e-01	9.717570e-01	0.202568	2.459427e-01	1.000000e+00	2.137291	5	0	0
ADRA1D	2.944159e-01	5.359960e-01	1.353187	7.635844e-01	1.000000e+00	0.422918	6	0	3
ADRA2A	1.033894e-01	2.905988e-01	2.331419	2.657148e-01	1.000000e+00	2.027831	2	2	3
ADRA2B	2.802136e-01	5.217423e-01	1.385634	6.570931e-01	1.000000e+00	0.664458	10	0	4
ADRA2C	2.459677e-01	4.853312e-01	1.518038	8.262367e-01	1.000000e+00	0.252054	3	0	2
ADRB1	1.131987e-01	3.051215e-01	2.258561	8.463999e-01	1.000000e+00	0.167226	5	0	4
ADRB2	1.625058e-04	4.892473e-03	8.153951	1.000000e+00	1.000000e+00	0.000282	2	0	7
ADRB3	7.752045e-01	8.676601e-01	0.503481	6.800439e-01	1.000000e+00	0.583187	1	0	0
ADRBK1	2.355120e-01	4.737141e-01	1.550623	7.817083e-01	1.000000e+00	0.389831	5	0	2
ADRBK2	2.113093e-01	4.427818e-01	1.645471	7.950766e-01	1.000000e+00	0.344020	5	0	2
ADRM1	8.082610e-02	2.497434e-01	2.520964	8.866370e-01	1.000000e+00	0.041567	1	0	2
ADSL	7.366674e-01	8.435454e-01	0.576049	4.683239e-01	1.000000e+00	1.238974	7	0	1
ADSS	7.883496e-02	2.458292e-01	2.550570	1.000000e+00	1.000000e+00	0.078037	0	0	1
ADSSL1	1.397764e-01	3.474123e-01	2.059559	8.321386e-01	1.000000e+00	0.224853	6	0	4
ADTRP	9.888264e-01	9.947954e-01	0.105267	5.061966e-02	1.000000e+00	4.082516	6	1	0
AEBP1	1.315226e-01	3.352909e-01	2.109823	4.865656e-01	1.000000e+00	1.162646	5	2	4
AEBP2	8.131665e-01	8.910747e-01	0.444679	4.865656e-01	1.000000e+00	1.161664	3	0	0
AEN	2.241687e-02	1.159416e-01	3.651493	1.000000e+00	1.000000e+00	0.025952	0	0	2
AES	1.207668e-01	3.176319e-01	2.199470	8.866370e-01	1.000000e+00	0.050432	1	0	2
AF047486	8.872299e-01	9.334367e-01	0.338994	4.562967e-01	1.000000e+00	1.276722	3	0	0
AF161365	4.339959e-01	6.415591e-01	1.080187	1.000000e+00	1.000000e+00	0.339532	0	0	0
AFAP1	0.000000e+00	0.000000e+00	12.594202	1.000000e+00	1.000000e+00	0.000024	4	0	12
AFAP1L1	9.524947e-01	9.717570e-01	0.217621	1.584610e-01	1.000000e+00	2.680725	7	0	0
AFAP1L2	6.281117e-02	2.144172e-01	2.736544	8.075896e-01	1.000000e+00	0.311237	13	0	6
AFF1	1.611950e-01	3.792370e-01	1.912477	6.570931e-01	1.000000e+00	0.666044	8	1	5
AFF2	5.978785e-03	5.086600e-02	4.788603	8.866370e-01	1.000000e+00	0.050479	16	0	10
AFF3	1.607200e-05	8.174387e-04	10.142860	8.928747e-01	1.000000e+00	0.021802	18	1	20
AFF4	8.634094e-01	9.189417e-01	0.371312	2.205114e-01	1.000000e+00	2.270724	12	1	2
AFG3L1P	3.705722e-01	6.009644e-01	1.181415	1.000000e+00	1.000000e+00	0.306844	0	0	0
AFG3L2	1.261295e-02	8.203252e-02	4.127443	1.000000e+00	1.000000e+00	0.016124	0	0	2
AFM	2.080610e-02	1.110253e-01	3.700872	8.463999e-01	1.000000e+00	0.166880	20	1	10
AFMID	6.944177e-02	2.284053e-01	2.652782	8.782260e-01	1.000000e+00	0.090342	3	0	3
AFP	4.731901e-01	6.640029e-01	1.021768	3.982839e-01	1.000000e+00	1.477657	11	2	4
AFTPH	6.766313e-02	2.249733e-01	2.675621	8.866370e-01	1.000000e+00	0.059443	2	0	2
AGA	6.704543e-01	8.043900e-01	0.668382	7.404675e-01	1.000000e+00	0.464268	1	0	0
AGAP1	6.321619e-01	7.776416e-01	0.728723	2.824851e-01	1.000000e+00	1.946789	10	2	4
AGAP11	6.975249e-03	5.641248e-02	4.651073	8.825583e-01	1.000000e+00	0.069437	16	0	11
AGAP2	9.994678e-01	1.000000e+00	0.028491	4.821601e-03	1.000000e+00	6.784001	12	2	1
AGAP2-AS1	5.188846e-01	6.947493e-01	0.957519	1.000000e+00	1.000000e+00	0.383844	0	0	0
AGAP3	3.705722e-01	6.009644e-01	1.191342	6.109468e-01	1.000000e+00	0.801434	11	0	4
AGAP4	3.182542e-01	5.576395e-01	1.288647	8.202168e-01	1.000000e+00	0.279159	2	0	1
AGAP5	5.776813e-01	7.392199e-01	0.826934	6.514304e-01	1.000000e+00	0.696392	4	0	1
AGAP6	9.425247e-01	9.661267e-01	0.225153	2.072931e-02	1.000000e+00	5.123111	3	2	0
AGAP7	4.283010e-02	1.701717e-01	3.050952	8.603539e-01	1.000000e+00	0.127412	9	0	6
AGAP8	1.131987e-01	3.051215e-01	2.241091	8.519965e-01	1.000000e+00	0.155013	4	0	3
AGAP9	7.878585e-01	8.759406e-01	0.491525	5.958516e-01	1.000000e+00	0.855959	2	0	0
AGBL1	5.272688e-02	1.934736e-01	2.864780	7.273599e-01	1.000000e+00	0.491050	36	3	18
AGBL2	3.442980e-03	3.582311e-02	5.269461	1.000000e+00	1.000000e+00	0.016351	7	0	7
AGBL3	3.182542e-01	5.576395e-01	1.297062	1.000000e+00	1.000000e+00	0.273334	0	0	0
AGBL4	1.176471e-02	7.873790e-02	4.183995	1.000000e+00	1.000000e+00	0.007236	1	0	3
AGBL5	7.752045e-01	8.676601e-01	0.501802	2.169970e-01	1.000000e+00	2.286154	4	1	1
AGER	8.987928e-01	9.406710e-01	0.309101	3.982839e-01	1.000000e+00	1.477285	3	0	0
AGFG1	9.955106e-01	9.981307e-01	0.070313	2.425265e-02	1.000000e+00	4.949842	6	1	0
AGFG2	8.385496e-01	9.058607e-01	0.419132	4.865656e-01	1.000000e+00	1.176835	5	0	1
AGGF1	7.366674e-01	8.435454e-01	0.569405	3.522912e-01	1.000000e+00	1.656193	9	0	1
AGK	7.498875e-01	8.509575e-01	0.547440	3.232437e-01	1.000000e+00	1.769072	8	0	1
AGL	9.955106e-01	9.981307e-01	0.070408	1.897925e-02	1.000000e+00	5.237841	14	2	1
AGMAT	5.355548e-03	4.746755e-02	4.886580	1.000000e+00	1.000000e+00	0.007289	4	0	7
AGMO	8.634094e-01	9.189417e-01	0.377461	2.135773e-01	1.000000e+00	2.307301	6	1	1
AGO1	4.206400e-01	6.322811e-01	1.100006	1.000000e+00	1.000000e+00	0.332869	0	0	0
AGO2	4.339959e-01	6.415591e-01	1.080966	1.000000e+00	1.000000e+00	0.339268	0	0	0
AGO3	4.339959e-01	6.415591e-01	1.088287	1.000000e+00	1.000000e+00	0.336793	0	0	0
AGO4	4.206400e-01	6.322811e-01	1.116667	1.000000e+00	1.000000e+00	0.327369	0	0	0
AGPAT1	1.315226e-01	3.352909e-01	2.116249	8.700632e-01	1.000000e+00	0.110750	2	0	2
AGPAT2	2.241687e-02	1.159416e-01	3.654117	1.000000e+00	1.000000e+00	0.012018	1	0	3
AGPAT3	5.877138e-01	7.457693e-01	0.809374	4.267795e-01	1.000000e+00	1.370946	5	1	2
AGPAT4	8.634094e-01	9.189417e-01	0.378659	1.687900e-01	1.000000e+00	2.606807	2	1	0
AGPAT5	1.580699e-01	3.746233e-01	1.930099	8.782260e-01	1.000000e+00	0.095889	1	0	1
AGPAT6	8.634094e-01	9.189417e-01	0.375814	1.513447e-01	1.000000e+00	2.754971	2	1	0
AGPAT9	1.980856e-01	4.275516e-01	1.701158	7.734223e-01	1.000000e+00	0.419337	7	0	3
AGPHD1	1.370085e-01	3.434596e-01	2.075911	8.519965e-01	1.000000e+00	0.154904	3	0	2
AGPS	9.101182e-01	9.467908e-01	0.288008	3.573003e-01	1.000000e+00	1.633737	4	0	0
AGR2	2.683667e-02	1.285433e-01	3.487203	8.928747e-01	1.000000e+00	0.029686	2	0	3
AGR3	5.482821e-01	7.165826e-01	0.890121	6.327262e-01	1.000000e+00	0.742764	5	0	1
AGRN	7.953855e-03	6.137522e-02	4.535459	8.373442e-01	1.000000e+00	0.211951	10	1	11
AGRP	6.836708e-01	8.125175e-01	0.642566	7.404675e-01	1.000000e+00	0.471309	1	0	0
AGT	2.342405e-02	1.187489e-01	3.606284	8.866370e-01	1.000000e+00	0.051867	7	0	7
AGTPBP1	5.355548e-03	4.746755e-02	4.897114	8.928747e-01	1.000000e+00	0.022441	8	0	7
AGTR1	5.877138e-01	7.457693e-01	0.815207	4.381996e-01	1.000000e+00	1.336243	9	1	3
AGTR2	4.789457e-02	1.819662e-01	2.949168	7.523037e-01	1.000000e+00	0.459723	6	1	6
AGTRAP	2.241687e-02	1.159416e-01	3.656140	1.000000e+00	1.000000e+00	0.025832	0	0	2
AGXT	4.607307e-04	9.761635e-03	7.110229	1.000000e+00	1.000000e+00	0.004230	10	0	12
AGXT2	9.707240e-01	9.824613e-01	0.169279	5.905568e-02	1.000000e+00	3.913153	22	1	3
AGXT2L1	8.987928e-01	9.406710e-01	0.318532	1.828530e-01	1.000000e+00	2.516336	7	1	1
AGXT2L2	3.944641e-01	6.174479e-01	1.143045	8.140469e-01	1.000000e+00	0.297441	2	0	1
AHCTF1	1.000000e+00	1.000000e+00	0.005591	5.000179e-05	1.166667e-01	12.076237	15	4	0
AHCTF1P1	3.591664e-01	5.925055e-01	1.205705	1.000000e+00	1.000000e+00	0.299481	0	0	0
AHCY	9.210061e-01	9.530185e-01	0.275281	3.573003e-01	1.000000e+00	1.638937	4	0	0
AHCYL1	1.033894e-01	2.905988e-01	2.336708	4.745991e-01	1.000000e+00	1.210257	0	1	1
AHCYL2	3.021144e-01	5.431773e-01	1.336556	7.635844e-01	1.000000e+00	0.434641	5	0	2
AHDC1	3.944641e-01	6.174479e-01	1.147767	6.514304e-01	1.000000e+00	0.696645	10	0	4
AHI1	8.131665e-01	8.910747e-01	0.459537	5.172703e-01	1.000000e+00	1.072316	3	0	0
AHNAK	5.357334e-06	3.289474e-04	10.675007	8.782260e-01	1.000000e+00	0.097809	47	4	31
AHNAK2	1.785778e-06	1.338688e-04	11.405421	1.000000e+00	1.000000e+00	0.002886	78	2	46
AHR	9.425247e-01	9.661267e-01	0.223503	2.459427e-01	1.000000e+00	2.128909	6	0	0
AHRR	2.944159e-01	5.359960e-01	1.348331	7.635844e-01	1.000000e+00	0.429771	6	0	3
AHSA1	8.955677e-03	6.649430e-02	4.432792	1.000000e+00	1.000000e+00	0.011881	0	0	2
AHSA2	2.867067e-02	1.338586e-01	3.439728	8.928747e-01	1.000000e+00	0.023352	1	0	2
AHSG	9.210061e-01	9.530185e-01	0.264807	1.609700e-01	1.000000e+00	2.667667	10	1	2
AHSP	6.975249e-03	5.641248e-02	4.642299	7.817083e-01	1.000000e+00	0.390361	5	1	7
AICDA	7.231776e-01	8.359964e-01	0.596663	2.421194e-01	1.000000e+00	2.151555	11	2	3
AIDA	6.967767e-01	8.200525e-01	0.635194	6.391050e-01	1.000000e+00	0.734518	2	0	0
AIF1	2.944159e-01	5.359960e-01	1.341351	7.887800e-01	1.000000e+00	0.363728	3	0	1
AIF1L	5.776813e-01	7.392199e-01	0.827126	7.734223e-01	1.000000e+00	0.414288	1	0	0
AIFM1	6.704543e-01	8.043900e-01	0.670297	7.404675e-01	1.000000e+00	0.472601	1	0	0
AIFM2	5.272688e-02	1.934736e-01	2.867209	8.866370e-01	1.000000e+00	0.046427	2	0	3
AIG1	3.705722e-01	6.009644e-01	1.198727	1.000000e+00	1.000000e+00	0.301578	0	0	0
AIM1	2.355120e-01	4.737141e-01	1.543959	5.882674e-01	1.000000e+00	0.870002	17	0	5
AIM1L	2.745455e-02	1.303323e-01	3.467763	8.463999e-01	1.000000e+00	0.179400	15	0	9
AIM2	5.877138e-01	7.457693e-01	0.810924	5.502339e-01	1.000000e+00	0.964745	6	0	1
AIMP1	7.366674e-01	8.435454e-01	0.565430	6.033340e-01	1.000000e+00	0.830098	2	0	0
AIMP2	8.260313e-01	8.980546e-01	0.429309	5.649398e-01	1.000000e+00	0.925579	2	0	0
AIP	1.901032e-01	4.172212e-01	1.746133	8.700632e-01	1.000000e+00	0.115855	1	0	1
AIPL1	4.206400e-01	6.322811e-01	1.113625	5.502339e-01	1.000000e+00	0.972959	7	1	3
AIRE	2.205382e-01	4.545177e-01	1.603670	6.570931e-01	1.000000e+00	0.674789	15	0	7
AJAP1	1.288921e-01	3.308443e-01	2.134911	8.012733e-01	1.000000e+00	0.339238	12	0	7
AJUBA	7.883496e-02	2.458292e-01	2.544736	8.866370e-01	1.000000e+00	0.041934	1	0	2
AK022898	2.678006e-01	5.087285e-01	1.420863	1.000000e+00	1.000000e+00	0.241505	0	0	0
AK054970	3.021144e-01	5.431773e-01	1.339114	1.000000e+00	1.000000e+00	0.262078	0	0	0
AK055145	4.855513e-01	6.713058e-01	1.016153	1.000000e+00	1.000000e+00	0.361985	0	0	0
AK056623	3.182542e-01	5.576395e-01	1.292650	1.000000e+00	1.000000e+00	0.274542	0	0	0
AK094577	4.074967e-01	6.253665e-01	1.129687	1.000000e+00	1.000000e+00	0.323135	0	0	0
AK095633	5.678239e-01	7.316215e-01	0.855214	1.000000e+00	1.000000e+00	0.425192	0	0	0
AK096395	9.611058e-03	6.956185e-02	4.372219	1.000000e+00	1.000000e+00	0.012623	0	0	2
AK1	3.705722e-01	6.009644e-01	1.198496	1.000000e+00	1.000000e+00	0.301647	0	0	0
AK123582	4.731901e-01	6.640029e-01	1.035547	1.000000e+00	1.000000e+00	0.355032	0	0	0
AK124973	6.321619e-01	7.776416e-01	0.736635	7.523037e-01	1.000000e+00	0.451448	1	0	0
AK125397	3.276028e-01	5.667841e-01	1.266157	1.000000e+00	1.000000e+00	0.281913	0	0	0
AK125726	4.470303e-01	6.486526e-01	1.074273	1.000000e+00	1.000000e+00	0.341546	0	0	0
AK126213	4.206400e-01	6.322811e-01	1.110439	1.000000e+00	1.000000e+00	0.329414	0	0	0
AK126852	4.604611e-01	6.561544e-01	1.056643	1.000000e+00	1.000000e+00	0.347621	0	0	0
AK127846	4.206400e-01	6.322811e-01	1.117398	1.000000e+00	1.000000e+00	0.327130	0	0	0
AK128361	5.482821e-01	7.165826e-01	0.899091	7.887800e-01	1.000000e+00	0.368153	1	0	0
AK128833	5.291939e-01	7.017073e-01	0.925051	1.000000e+00	1.000000e+00	0.396511	0	0	0
AK130852	3.096646e-01	5.506001e-01	1.300169	1.000000e+00	1.000000e+00	0.272486	0	0	0
AK2	2.113093e-01	4.427818e-01	1.658611	8.373442e-01	1.000000e+00	0.206470	3	0	2
AK293147	5.087289e-01	6.875631e-01	0.969862	1.000000e+00	1.000000e+00	0.379136	0	0	0
AK296065	6.704543e-01	8.043900e-01	0.675768	7.404675e-01	1.000000e+00	0.464397	1	0	0
AK297683	3.944641e-01	6.174479e-01	1.158868	1.000000e+00	1.000000e+00	0.313841	0	0	0
AK299452	3.705722e-01	6.009644e-01	1.198497	1.000000e+00	1.000000e+00	0.301647	0	0	0
AK3	4.339959e-01	6.415591e-01	1.096236	1.000000e+00	1.000000e+00	0.334126	0	0	0
AK302306	1.639344e-03	2.243402e-02	5.929807	1.000000e+00	1.000000e+00	0.012061	3	0	4
AK302451	4.974303e-01	6.800728e-01	0.997272	1.000000e+00	1.000000e+00	0.368884	0	0	0
AK302694	5.357334e-06	3.289474e-04	10.913398	8.825583e-01	1.000000e+00	0.073812	6	1	13
AK302879	7.627915e-01	8.600584e-01	0.530269	1.275903e-01	1.000000e+00	2.961721	14	0	1
AK304483	5.087289e-01	6.875631e-01	0.961931	1.000000e+00	1.000000e+00	0.382154	0	0	0
AK304826	5.087289e-01	6.875631e-01	0.969925	1.000000e+00	1.000000e+00	0.379111	0	0	0
AK308309	8.753366e-01	9.257243e-01	0.345846	3.722222e-01	1.000000e+00	1.565342	4	0	0
AK308605	3.377835e-01	5.754898e-01	1.247858	1.000000e+00	1.000000e+00	0.287119	0	0	0
AK310228	9.621522e-01	9.773896e-01	0.189521	2.275938e-01	1.000000e+00	2.228008	5	0	0
AK311005	3.591664e-01	5.925055e-01	1.216757	1.000000e+00	1.000000e+00	0.296189	0	0	0
AK311291	3.591664e-01	5.925055e-01	1.212833	1.000000e+00	1.000000e+00	0.297354	0	0	0
AK4	7.878585e-01	8.759406e-01	0.496383	6.033340e-01	1.000000e+00	0.831796	2	0	0
AK5	6.093557e-01	7.610728e-01	0.768665	4.267795e-01	1.000000e+00	1.374924	11	1	3
