w Exp(t) + (1-w) InverseGamma(a,b): [a,b,t,w] =	[2.433361, 2.387495, 3.947957, 0.7499894]
gene	p_phi_neg	q_phi_neg	phi_neg	p_phi_pos	q_phi_pos	phi_pos_or_p(m=0|s)*p(k=0|s)	m_obs	k_obs	s_obs
ADAM21	1.748152e-01	6.455193e-01	0.802265	5.019108e-01	1.000000e+00	0.687204	4	0	2
ADAM21P1	4.161488e-01	7.441879e-01	0.641080	3.227705e-01	1.000000e+00	1.126731	6	0	2
ADAM22	4.138362e-02	4.376582e-01	1.589301	1.000000e+00	1.000000e+00	0.204068	0	0	1
ADAM23	8.622647e-01	9.215593e-01	0.201664	2.671363e-01	1.000000e+00	1.484621	2	0	0
ADAM28	1.160863e-01	5.856396e-01	0.997883	4.795868e-01	1.000000e+00	0.720011	7	0	3
ADAM29	5.442873e-02	4.679717e-01	1.516046	5.673578e-01	1.000000e+00	0.300023	4	0	3
ADAM30	6.893139e-01	8.473318e-01	0.358894	4.795868e-01	1.000000e+00	0.734568	1	0	0
ADAM32	6.331940e-01	8.224913e-01	0.413041	3.049305e-01	1.000000e+00	1.291045	4	0	1
ADAM33	1.129130e-01	5.810955e-01	1.005504	5.505447e-01	1.000000e+00	0.358652	2	0	2
ADAM6	3.744634e-01	7.332144e-01	0.674685	1.000000e+00	1.000000e+00	0.509317	0	0	0
ADAM7	5.779671e-02	4.717242e-01	1.491109	5.401443e-01	1.000000e+00	0.432148	7	0	4
ADAM8	5.250759e-01	7.728329e-01	0.583627	1.000000e+00	1.000000e+00	0.557871	0	0	0
ADAM9	1.442034e-01	6.216397e-01	0.876597	5.757348e-01	1.000000e+00	0.296251	1	0	1
ADAMDEC1	1.635594e-02	3.373481e-01	2.083426	6.010786e-01	1.000000e+00	0.108499	2	0	3
ADAMTS1	7.149148e-01	8.573466e-01	0.320373	4.351191e-01	1.000000e+00	0.791969	1	0	0
ADAMTS10	1.077306e-01	5.716032e-01	1.057645	5.355566e-01	1.000000e+00	0.507717	4	0	3
ADAMTS12	7.149148e-01	8.573466e-01	0.324664	2.079039e-01	1.000000e+00	1.793953	5	0	1
ADAMTS13	8.759777e-02	5.300162e-01	1.284993	5.577896e-01	1.000000e+00	0.329039	3	0	3
ADAMTS14	1.101968e-01	5.771418e-01	1.036769	5.577896e-01	1.000000e+00	0.339532	2	0	2
ADAMTS15	8.529590e-02	5.242454e-01	1.308348	5.757348e-01	1.000000e+00	0.299938	3	0	3
ADAMTS16	1.315386e-01	6.078980e-01	0.914201	2.374281e-01	1.000000e+00	1.602616	2	1	2
ADAMTS17	6.481178e-01	8.301494e-01	0.380482	3.142791e-01	1.000000e+00	1.200058	3	0	1
ADAMTS18	1.608272e-02	3.335556e-01	2.111353	5.323512e-01	1.000000e+00	0.554051	6	1	6
ADAMTS19	2.896711e-02	3.969897e-01	1.710766	6.010786e-01	1.000000e+00	0.105915	1	0	2
ADAMTS2	1.015090e-01	5.614123e-01	1.110317	5.391675e-01	1.000000e+00	0.456935	4	0	3
ADAMTS20	6.331940e-01	8.224913e-01	0.419376	9.522483e-02	1.000000e+00	2.829429	12	0	2
ADAMTS3	8.759777e-02	5.300162e-01	1.298457	5.876710e-01	1.000000e+00	0.253394	2	0	2
ADAMTS4	8.214472e-01	9.007833e-01	0.254178	3.730437e-01	1.000000e+00	0.879511	1	0	0
ADAMTS5	9.257741e-01	9.555685e-01	0.158385	2.332155e-01	1.000000e+00	1.633107	2	0	0
ADAMTS6	3.250652e-02	4.113672e-01	1.676408	5.505447e-01	1.000000e+00	0.353650	6	0	4
ADAMTS7	6.674131e-01	8.386357e-01	0.366260	1.538966e-01	1.000000e+00	2.266718	7	1	3
ADAMTS8	5.971463e-01	7.993068e-01	0.492074	4.656220e-01	1.000000e+00	0.756141	2	0	1
ADAMTS9	9.257741e-01	9.555685e-01	0.144848	1.686935e-01	1.000000e+00	2.142257	3	0	0
ADAMTSL1	1.193096e-01	5.919812e-01	0.972650	3.250027e-01	1.000000e+00	1.107000	11	1	6
ADAMTSL2	4.927997e-01	7.643207e-01	0.606582	1.141291e-01	1.000000e+00	2.622219	0	1	0
ADAMTSL3	9.456784e-01	9.659644e-01	0.128209	4.683382e-02	1.000000e+00	3.678060	5	1	1
ADAMTSL4	8.214472e-01	9.007833e-01	0.257684	3.622237e-01	1.000000e+00	0.889961	1	0	0
ADAMTSL5	7.756348e-02	5.108680e-01	1.370208	5.944605e-01	1.000000e+00	0.149049	1	0	2
ADAP1	1.373942e-01	6.154548e-01	0.892860	5.673578e-01	1.000000e+00	0.302505	1	0	1
ADAP2	8.622647e-01	9.215593e-01	0.218469	2.719383e-01	1.000000e+00	1.462689	2	0	0
ADAR	4.138362e-02	4.376582e-01	1.598876	1.000000e+00	1.000000e+00	0.202124	0	0	1
ADARB1	7.433069e-01	8.667271e-01	0.301828	4.351191e-01	1.000000e+00	0.783257	1	0	0
ADARB2	7.756348e-02	5.108680e-01	1.379579	5.944605e-01	1.000000e+00	0.140797	1	0	2
ADARB2-AS1	5.681381e-01	7.853712e-01	0.554087	1.000000e+00	1.000000e+00	0.574597	0	0	0
ADAT1	4.756241e-02	4.536536e-01	1.553332	1.000000e+00	1.000000e+00	0.211542	0	0	1
ADAT2	7.433069e-01	8.667271e-01	0.305563	3.730437e-01	1.000000e+00	0.871043	1	0	0
ADAT3	5.681381e-01	7.853712e-01	0.546331	1.000000e+00	1.000000e+00	0.579071	0	0	0
ADC	5.442873e-02	4.679717e-01	1.519896	1.000000e+00	1.000000e+00	0.218735	0	0	1
ADCK1	9.456784e-01	9.659644e-01	0.129644	1.637648e-01	1.000000e+00	2.180168	3	0	0
ADCK2	8.214472e-01	9.007833e-01	0.250550	3.622237e-01	1.000000e+00	0.897073	1	0	0
ADCK3	7.707757e-01	8.793118e-01	0.293938	4.178471e-01	1.000000e+00	0.810443	1	0	0
ADCK4	7.975160e-01	8.903902e-01	0.263763	3.730437e-01	1.000000e+00	0.878865	1	0	0
ADCK5	5.250759e-01	7.728329e-01	0.597862	1.000000e+00	1.000000e+00	0.549986	0	0	0
ADCY1	9.816958e-01	9.887942e-01	0.092734	1.935069e-02	1.000000e+00	4.759657	2	1	0
ADCY10	9.257741e-01	9.555685e-01	0.146969	5.181792e-02	1.000000e+00	3.541859	10	1	2
ADCY10P1	3.332030e-01	7.200239e-01	0.685027	1.000000e+00	1.000000e+00	0.504077	0	0	0
ADCY2	7.433069e-01	8.667271e-01	0.301286	4.178471e-01	1.000000e+00	0.808800	1	0	0
ADCY3	1.258974e-03	1.327684e-01	3.694294	1.000000e+00	1.000000e+00	0.024865	0	0	3
ADCY4	1.629344e-01	6.355974e-01	0.828150	5.673578e-01	1.000000e+00	0.310753	1	0	1
ADCY5	8.529590e-02	5.242454e-01	1.315405	1.758295e-01	1.000000e+00	2.088466	0	1	1
ADCY6	1.295582e-02	3.072850e-01	2.292784	6.050341e-01	1.000000e+00	0.048032	1	0	3
ADCY7	5.971463e-01	7.993068e-01	0.494121	4.656220e-01	1.000000e+00	0.747382	2	0	1
ADCY8	7.149148e-01	8.573466e-01	0.334846	1.422515e-01	1.000000e+00	2.361619	11	1	4
ADCY9	1.526769e-01	6.299440e-01	0.846984	5.673578e-01	1.000000e+00	0.306134	1	0	1
ADCYAP1	5.808154e-01	7.906578e-01	0.535430	1.000000e+00	1.000000e+00	0.585417	0	0	0
ADCYAP1R1	6.119397e-01	8.091285e-01	0.453492	1.287975e-01	1.000000e+00	2.495833	2	1	1
ADD1	3.250652e-02	4.113672e-01	1.672491	6.010786e-01	1.000000e+00	0.107598	1	0	2
ADD2	5.869852e-03	2.387073e-01	2.666903	6.058484e-01	1.000000e+00	0.039049	1	0	3
ADD3	8.622647e-01	9.215593e-01	0.209608	2.805904e-01	1.000000e+00	1.428898	2	0	0
ADGB	2.356334e-01	6.802248e-01	0.755475	1.000000e+00	1.000000e+00	0.469788	0	0	0
ADH1A	9.990178e-01	1.000000e+00	0.032459	7.271688e-03	1.000000e+00	5.856911	4	1	0
ADH1B	6.893139e-01	8.473318e-01	0.349028	3.185507e-01	1.000000e+00	1.172454	3	0	1
ADH1C	4.558074e-01	7.535294e-01	0.628948	1.000000e+00	1.000000e+00	0.533152	0	0	0
ADH4	5.681381e-01	7.853712e-01	0.541669	5.019108e-01	1.000000e+00	0.697129	2	0	1
ADH5	4.161488e-01	7.441879e-01	0.655153	1.000000e+00	1.000000e+00	0.519363	0	0	0
ADH6	3.744634e-01	7.332144e-01	0.676832	1.000000e+00	1.000000e+00	0.508225	0	0	0
ADH7	7.149148e-01	8.573466e-01	0.333728	4.656220e-01	1.000000e+00	0.750907	1	0	0
ADHFE1	7.975160e-01	8.903902e-01	0.266860	3.862727e-01	1.000000e+00	0.843328	1	0	0
ADI1	2.356334e-01	6.802248e-01	0.749768	1.000000e+00	1.000000e+00	0.472476	0	0	0
ADIG	1.231133e-01	5.967368e-01	0.946648	1.000000e+00	1.000000e+00	0.388039	0	0	0
ADIPOQ	9.118183e-03	2.731942e-01	2.469616	1.000000e+00	1.000000e+00	0.084617	0	0	2
ADIPOR1	4.558074e-01	7.535294e-01	0.638868	1.000000e+00	1.000000e+00	0.527890	0	0	0
ADIPOR2	1.272313e-01	6.032258e-01	0.926102	5.827744e-01	1.000000e+00	0.272954	1	0	1
ADIRF	5.492250e-01	7.791923e-01	0.572567	1.000000e+00	1.000000e+00	0.564076	0	0	0
ADK	1.160863e-01	5.856396e-01	0.995454	5.827744e-01	1.000000e+00	0.260891	1	0	1
ADM	5.808154e-01	7.906578e-01	0.533224	1.000000e+00	1.000000e+00	0.586711	0	0	0
ADM2	5.895925e-01	7.950682e-01	0.514326	1.000000e+00	1.000000e+00	0.597904	0	0	0
ADM5	5.971463e-01	7.993068e-01	0.492416	1.000000e+00	1.000000e+00	0.611148	0	0	0
ADNP	2.356334e-01	6.802248e-01	0.743541	1.000000e+00	1.000000e+00	0.475428	0	0	0
ADNP2	7.975160e-01	8.903902e-01	0.277078	4.015626e-01	1.000000e+00	0.835716	1	0	0
ADO	4.927997e-01	7.643207e-01	0.603340	1.000000e+00	1.000000e+00	0.546982	0	0	0
ADORA1	7.454373e-02	5.052409e-01	1.387549	1.000000e+00	1.000000e+00	0.249686	0	0	1
ADORA2A	9.419801e-02	5.440285e-01	1.211416	1.000000e+00	1.000000e+00	0.297775	0	0	1
ADORA2B	8.426551e-01	9.115090e-01	0.234764	3.536733e-01	1.000000e+00	0.909938	1	0	0
ADORA3	5.250759e-01	7.728329e-01	0.593439	4.178471e-01	1.000000e+00	0.800138	4	0	2
ADPGK	6.042966e-01	8.044359e-01	0.476377	1.000000e+00	1.000000e+00	0.621029	0	0	0
ADPRH	3.744634e-01	7.332144e-01	0.674322	1.000000e+00	1.000000e+00	0.509502	0	0	0
ADPRHL1	3.744634e-01	7.332144e-01	0.675673	1.849370e-01	1.000000e+00	2.012074	1	1	1
ADPRHL2	4.927997e-01	7.643207e-01	0.606883	1.000000e+00	1.000000e+00	0.545047	0	0	0
ADPRM	2.356334e-01	6.802248e-01	0.756661	1.000000e+00	1.000000e+00	0.469231	0	0	0
ADRA1A	4.558074e-01	7.535294e-01	0.636376	1.000000e+00	1.000000e+00	0.529207	0	0	0
ADRA1B	4.927997e-01	7.643207e-01	0.617984	1.000000e+00	1.000000e+00	0.539030	0	0	0
ADRA1D	5.250759e-01	7.728329e-01	0.583129	1.000000e+00	1.000000e+00	0.558149	0	0	0
ADRA2A	7.975160e-01	8.903902e-01	0.261906	3.730437e-01	1.000000e+00	0.876481	1	0	0
ADRA2B	4.927997e-01	7.643207e-01	0.607015	1.000000e+00	1.000000e+00	0.544975	0	0	0
ADRA2C	5.250759e-01	7.728329e-01	0.584491	1.000000e+00	1.000000e+00	0.557390	0	0	0
ADRB1	8.214472e-01	9.007833e-01	0.253116	3.536733e-01	1.000000e+00	0.903269	1	0	0
ADRB2	3.332030e-01	7.200239e-01	0.681108	1.000000e+00	1.000000e+00	0.506056	0	0	0
ADRB3	5.895925e-01	7.950682e-01	0.513735	1.000000e+00	1.000000e+00	0.598257	0	0	0
ADRBK1	6.893139e-01	8.473318e-01	0.358169	4.656220e-01	1.000000e+00	0.753372	1	0	0
ADRBK2	1.077306e-01	5.716032e-01	1.048438	5.876710e-01	1.000000e+00	0.247853	1	0	1
ADRM1	5.250759e-01	7.728329e-01	0.586847	1.000000e+00	1.000000e+00	0.556078	0	0	0
ADSL	2.964874e-01	7.072503e-01	0.715155	1.000000e+00	1.000000e+00	0.489116	0	0	0
ADSS	7.433069e-01	8.667271e-01	0.309142	4.351191e-01	1.000000e+00	0.798670	1	0	0
ADSSL1	7.756348e-02	5.108680e-01	1.374906	1.000000e+00	1.000000e+00	0.252863	0	0	1
ADTRP	3.881924e-02	4.328554e-01	1.609427	1.000000e+00	1.000000e+00	0.200002	0	0	1
AEBP1	3.332030e-01	7.200239e-01	0.686102	1.000000e+00	1.000000e+00	0.503535	0	0	0
AEBP2	2.640666e-01	6.926738e-01	0.734835	1.000000e+00	1.000000e+00	0.479585	0	0	0
AEN	9.257741e-01	9.555685e-01	0.151081	2.216597e-01	1.000000e+00	1.681260	2	0	0
AES	8.622647e-01	9.215593e-01	0.211842	3.429872e-01	1.000000e+00	0.940039	1	0	0
AF047486	9.040966e-01	9.432601e-01	0.171388	2.469410e-01	1.000000e+00	1.561798	2	0	0
AF161365	4.558074e-01	7.535294e-01	0.627830	1.000000e+00	1.000000e+00	0.533749	0	0	0
AFAP1	7.149148e-01	8.573466e-01	0.322166	4.178471e-01	1.000000e+00	0.814605	1	0	0
AFAP1L1	6.119397e-01	8.091285e-01	0.447716	3.288903e-01	1.000000e+00	1.069185	3	0	1
AFAP1L2	8.622647e-01	9.215593e-01	0.211910	2.671363e-01	1.000000e+00	1.482037	2	0	0
AFF1	9.648666e-01	9.775402e-01	0.118658	1.612700e-01	1.000000e+00	2.206536	3	0	0
AFF2	2.780456e-03	1.765306e-01	3.178138	5.976517e-01	1.000000e+00	0.136636	12	0	8
AFF3	9.924354e-01	9.961712e-01	0.068009	2.173649e-02	1.000000e+00	4.618670	7	0	0
AFF4	9.456784e-01	9.659644e-01	0.120200	1.247277e-01	1.000000e+00	2.521473	4	0	0
AFG3L1P	3.332030e-01	7.200239e-01	0.691303	1.000000e+00	1.000000e+00	0.500923	0	0	0
AFG3L2	4.432123e-02	4.433548e-01	1.576794	1.000000e+00	1.000000e+00	0.206636	0	0	1
AFM	8.214472e-01	9.007833e-01	0.253575	3.049305e-01	1.000000e+00	1.280607	2	0	0
AFMID	6.157006e-02	4.782633e-01	1.463821	1.000000e+00	1.000000e+00	0.231351	0	0	1
AFP	2.356334e-01	6.802248e-01	0.751602	1.000000e+00	1.000000e+00	0.471610	0	0	0
AFTPH	2.111790e-01	6.655186e-01	0.775919	1.000000e+00	1.000000e+00	0.460280	0	0	0
AGA	9.648666e-01	9.775402e-01	0.118978	1.612700e-01	1.000000e+00	2.203083	3	0	0
AGAP1	4.161488e-01	7.441879e-01	0.640833	3.536733e-01	1.000000e+00	0.914154	4	0	2
AGAP11	9.118183e-03	2.731942e-01	2.470692	1.000000e+00	1.000000e+00	0.084526	0	0	2
AGAP2	8.214472e-01	9.007833e-01	0.240396	3.536733e-01	1.000000e+00	0.909614	1	0	0
AGAP2-AS1	5.681381e-01	7.853712e-01	0.543637	1.000000e+00	1.000000e+00	0.580633	0	0	0
AGAP3	7.454373e-02	5.052409e-01	1.383224	1.000000e+00	1.000000e+00	0.250769	0	0	1
AGAP4	3.744634e-01	7.332144e-01	0.662836	1.000000e+00	1.000000e+00	0.515388	0	0	0
AGAP5	3.744634e-01	7.332144e-01	0.664312	1.000000e+00	1.000000e+00	0.514628	0	0	0
AGAP6	7.433069e-01	8.667271e-01	0.317334	4.351191e-01	1.000000e+00	0.790510	1	0	0
AGAP7	8.405657e-03	2.672913e-01	2.518120	1.000000e+00	1.000000e+00	0.080611	0	0	2
AGAP8	5.779671e-02	4.717242e-01	1.480545	1.000000e+00	1.000000e+00	0.227514	0	0	1
AGAP9	8.825494e-01	9.319793e-01	0.190395	2.622558e-01	1.000000e+00	1.508485	2	0	0
AGBL1	5.681381e-01	7.853712e-01	0.558609	3.308082e-01	1.000000e+00	1.047263	5	0	2
AGBL2	9.257741e-01	9.555685e-01	0.151843	1.804100e-01	1.000000e+00	2.049406	3	0	0
AGBL3	1.911461e-01	6.559907e-01	0.782506	1.000000e+00	1.000000e+00	0.457259	0	0	0
AGBL4	1.178614e-03	1.264368e-01	3.731329	1.000000e+00	1.000000e+00	0.023961	0	0	3
AGBL5	5.971463e-01	7.993068e-01	0.499741	4.919622e-01	1.000000e+00	0.719086	2	0	1
AGER	5.492250e-01	7.791923e-01	0.578589	1.000000e+00	1.000000e+00	0.560689	0	0	0
AGFG1	4.558074e-01	7.535294e-01	0.623456	1.000000e+00	1.000000e+00	0.536089	0	0	0
AGFG2	7.454373e-02	5.052409e-01	1.394696	5.922712e-01	1.000000e+00	0.187629	2	0	3
AGGF1	7.707757e-01	8.793118e-01	0.299067	6.877567e-02	1.000000e+00	3.219173	1	1	0
AGK	5.250759e-01	7.728329e-01	0.587227	1.287975e-01	1.000000e+00	2.493276	0	1	0
AGL	1.101968e-01	5.771418e-01	1.039694	5.876710e-01	1.000000e+00	0.245694	1	0	1
AGMAT	3.332030e-01	7.200239e-01	0.690395	5.505447e-01	1.000000e+00	0.347050	1	0	1
AGMO	3.332030e-01	7.200239e-01	0.693538	1.000000e+00	1.000000e+00	0.499805	0	0	0
AGO1	4.161488e-01	7.441879e-01	0.643785	1.000000e+00	1.000000e+00	0.525300	0	0	0
AGO2	4.558074e-01	7.535294e-01	0.632650	1.000000e+00	1.000000e+00	0.531182	0	0	0
AGO3	4.558074e-01	7.535294e-01	0.636421	1.000000e+00	1.000000e+00	0.529183	0	0	0
AGO4	4.161488e-01	7.441879e-01	0.654502	1.000000e+00	1.000000e+00	0.519701	0	0	0
AGPAT1	4.558074e-01	7.535294e-01	0.630552	1.000000e+00	1.000000e+00	0.532298	0	0	0
AGPAT2	5.250759e-01	7.728329e-01	0.596521	1.000000e+00	1.000000e+00	0.550724	0	0	0
AGPAT3	4.558074e-01	7.535294e-01	0.624351	1.000000e+00	1.000000e+00	0.535609	0	0	0
AGPAT4	4.161488e-01	7.441879e-01	0.641127	5.096843e-01	1.000000e+00	0.661548	2	0	1
AGPAT5	2.640666e-01	6.926738e-01	0.730721	1.000000e+00	1.000000e+00	0.481562	0	0	0
AGPAT6	7.149148e-01	8.573466e-01	0.333903	4.509465e-01	1.000000e+00	0.773433	1	0	0
AGPAT9	4.927997e-01	7.643207e-01	0.608966	1.247277e-01	1.000000e+00	2.533254	0	1	0
AGPHD1	2.640666e-01	6.926738e-01	0.728094	1.000000e+00	1.000000e+00	0.482828	0	0	0
AGPS	7.433069e-01	8.667271e-01	0.310332	4.178471e-01	1.000000e+00	0.800377	1	0	0
AGR2	3.332030e-01	7.200239e-01	0.689751	1.000000e+00	1.000000e+00	0.501701	0	0	0
AGR3	2.111790e-01	6.655186e-01	0.764983	1.000000e+00	1.000000e+00	0.465342	0	0	0
AGRN	4.432123e-02	4.433548e-01	1.566293	5.929694e-01	1.000000e+00	0.173988	2	0	3
AGRP	4.558074e-01	7.535294e-01	0.638233	1.000000e+00	1.000000e+00	0.528225	0	0	0
AGT	8.214472e-01	9.007833e-01	0.249439	3.622237e-01	1.000000e+00	0.891363	1	0	0
AGTPBP1	6.674131e-01	8.386357e-01	0.361925	4.919622e-01	1.000000e+00	0.718954	1	0	0
AGTR1	6.712740e-03	2.466535e-01	2.611840	1.000000e+00	1.000000e+00	0.073399	0	0	2
AGTR2	7.124004e-02	4.978535e-01	1.408294	5.456873e-01	1.000000e+00	0.377295	5	0	4
AGTRAP	4.927997e-01	7.643207e-01	0.606806	1.000000e+00	1.000000e+00	0.545089	0	0	0
AGXT	6.813815e-02	4.922085e-01	1.430236	1.000000e+00	1.000000e+00	0.239252	0	0	1
AGXT2	9.040966e-01	9.432601e-01	0.177378	2.671363e-01	1.000000e+00	1.483432	2	0	0
AGXT2L1	1.231133e-01	5.967368e-01	0.950663	5.827744e-01	1.000000e+00	0.267846	1	0	1
AGXT2L2	4.558074e-01	7.535294e-01	0.621386	1.000000e+00	1.000000e+00	0.537200	0	0	0
AHCTF1	3.067967e-02	4.055713e-01	1.689508	1.000000e+00	1.000000e+00	0.184610	0	0	1
AHCTF1P1	2.964874e-01	7.072503e-01	0.708798	1.000000e+00	1.000000e+00	0.492236	0	0	0
AHCY	4.161488e-01	7.441879e-01	0.657431	1.000000e+00	1.000000e+00	0.518181	0	0	0
AHCYL1	3.744634e-01	7.332144e-01	0.678790	1.000000e+00	1.000000e+00	0.507230	0	0	0
AHCYL2	6.212811e-01	8.156445e-01	0.422154	3.288903e-01	1.000000e+00	1.076129	3	0	1
AHDC1	7.707757e-01	8.793118e-01	0.299814	3.099486e-01	1.000000e+00	1.258893	3	0	1
AHI1	2.493660e-02	3.799728e-01	1.761204	1.000000e+00	1.000000e+00	0.171838	0	0	1
AHNAK	3.760849e-03	2.017241e-01	2.901504	6.037644e-01	1.000000e+00	0.079145	5	0	5
AHNAK2	9.548912e-02	5.455770e-01	1.188008	3.479392e-01	1.000000e+00	0.925605	17	1	8
AHR	5.368049e-03	2.341121e-01	2.718327	1.000000e+00	1.000000e+00	0.065985	0	0	2
AHRR	9.257741e-01	9.555685e-01	0.141156	2.216597e-01	1.000000e+00	1.695582	2	0	0
AHSA1	6.674131e-01	8.386357e-01	0.374537	4.795868e-01	1.000000e+00	0.735835	1	0	0
AHSA2	2.111790e-01	6.655186e-01	0.767799	1.000000e+00	1.000000e+00	0.464033	0	0	0
AHSG	7.975160e-01	8.903902e-01	0.272817	3.862727e-01	1.000000e+00	0.846337	1	0	0
AHSP	5.779671e-02	4.717242e-01	1.498027	1.000000e+00	1.000000e+00	0.223571	0	0	1
AICDA	6.674131e-01	8.386357e-01	0.371659	4.795868e-01	1.000000e+00	0.730652	1	0	0
AIDA	6.331940e-01	8.224913e-01	0.412562	5.019108e-01	1.000000e+00	0.685543	1	0	0
AIF1	1.911461e-01	6.559907e-01	0.791371	1.000000e+00	1.000000e+00	0.453223	0	0	0
AIF1L	2.111790e-01	6.655186e-01	0.763803	1.000000e+00	1.000000e+00	0.465891	0	0	0
AIFM1	8.794957e-03	2.713499e-01	2.480137	1.000000e+00	1.000000e+00	0.083732	0	0	2
AIFM2	2.425087e-03	1.652068e-01	3.280172	1.000000e+00	1.000000e+00	0.037622	0	0	3
AIG1	2.964874e-01	7.072503e-01	0.706431	1.000000e+00	1.000000e+00	0.493402	0	0	0
AIM1	1.033162e-01	5.640538e-01	1.084148	3.164184e-01	1.000000e+00	1.182942	6	1	4
AIM1L	6.481178e-01	8.301494e-01	0.380110	3.164184e-01	1.000000e+00	1.189537	3	0	1
AIM2	1.895246e-02	3.527085e-01	1.953894	6.031198e-01	1.000000e+00	0.085052	1	0	2
AIMP1	2.640666e-01	6.926738e-01	0.724714	1.000000e+00	1.000000e+00	0.484463	0	0	0
AIMP2	4.558074e-01	7.535294e-01	0.624194	1.000000e+00	1.000000e+00	0.535693	0	0	0
AIP	1.442034e-01	6.216397e-01	0.872280	5.673578e-01	1.000000e+00	0.304137	1	0	1
AIPL1	3.744634e-01	7.332144e-01	0.668869	1.000000e+00	1.000000e+00	0.512288	0	0	0
AIRE	9.134433e-02	5.370184e-01	1.249536	1.000000e+00	1.000000e+00	0.286638	0	0	1
AJAP1	6.157006e-02	4.782633e-01	1.478040	5.922712e-01	1.000000e+00	0.192673	2	0	3
AJUBA	8.214472e-01	9.007833e-01	0.257524	3.622237e-01	1.000000e+00	0.886114	1	0	0
AK022898	1.442034e-01	6.216397e-01	0.863768	1.000000e+00	1.000000e+00	0.421571	0	0	0
AK054970	1.629344e-01	6.355974e-01	0.835362	1.000000e+00	1.000000e+00	0.433718	0	0	0
AK055145	5.250759e-01	7.728329e-01	0.593756	1.000000e+00	1.000000e+00	0.552249	0	0	0
AK056623	2.111790e-01	6.655186e-01	0.774008	1.000000e+00	1.000000e+00	0.461161	0	0	0
AK094577	5.250759e-01	7.728329e-01	0.582067	1.203811e-01	1.000000e+00	2.573816	0	1	0
AK095633	6.042966e-01	8.044359e-01	0.473916	1.000000e+00	1.000000e+00	0.622560	0	0	0
AK096395	2.640666e-01	6.926738e-01	0.728462	1.000000e+00	1.000000e+00	0.482651	0	0	0
AK1	6.893139e-01	8.473318e-01	0.342610	4.509465e-01	1.000000e+00	0.761467	1	0	0
AK123582	4.927997e-01	7.643207e-01	0.600000	1.000000e+00	1.000000e+00	0.548811	0	0	0
AK124973	3.332030e-01	7.200239e-01	0.699882	1.000000e+00	1.000000e+00	0.496644	0	0	0
AK125397	2.111790e-01	6.655186e-01	0.768423	1.000000e+00	1.000000e+00	0.463744	0	0	0
AK125726	4.558074e-01	7.535294e-01	0.630781	1.000000e+00	1.000000e+00	0.532176	0	0	0
AK126213	3.744634e-01	7.332144e-01	0.663485	1.000000e+00	1.000000e+00	0.515053	0	0	0
AK126852	4.927997e-01	7.643207e-01	0.607206	1.000000e+00	1.000000e+00	0.544871	0	0	0
AK127846	4.161488e-01	7.441879e-01	0.648332	1.000000e+00	1.000000e+00	0.522917	0	0	0
AK128361	1.526769e-01	6.299440e-01	0.841028	1.000000e+00	1.000000e+00	0.431267	0	0	0
AK128833	5.808154e-01	7.906578e-01	0.525146	1.000000e+00	1.000000e+00	0.591469	0	0	0
AK130852	2.111790e-01	6.655186e-01	0.769292	1.000000e+00	1.000000e+00	0.463341	0	0	0
AK2	6.470945e-02	4.864546e-01	1.441222	1.000000e+00	1.000000e+00	0.236639	0	0	1
AK293147	5.681381e-01	7.853712e-01	0.547749	1.000000e+00	1.000000e+00	0.578250	0	0	0
AK296065	4.161488e-01	7.441879e-01	0.657500	1.000000e+00	1.000000e+00	0.518145	0	0	0
AK297683	3.744634e-01	7.332144e-01	0.668783	1.000000e+00	1.000000e+00	0.512332	0	0	0
AK299452	2.964874e-01	7.072503e-01	0.709442	1.000000e+00	1.000000e+00	0.491919	0	0	0
AK3	4.558074e-01	7.535294e-01	0.636532	1.000000e+00	1.000000e+00	0.529124	0	0	0
AK302306	1.315386e-01	6.078980e-01	0.905969	1.000000e+00	1.000000e+00	0.404150	0	0	0
AK302451	5.250759e-01	7.728329e-01	0.590119	1.000000e+00	1.000000e+00	0.554261	0	0	0
AK302694	1.272313e-01	6.032258e-01	0.922535	5.827744e-01	1.000000e+00	0.276404	1	0	1
AK302879	1.077306e-01	5.716032e-01	1.046694	5.827744e-01	1.000000e+00	0.260582	1	0	1
AK304483	5.681381e-01	7.853712e-01	0.552551	1.000000e+00	1.000000e+00	0.575480	0	0	0
AK304826	5.681381e-01	7.853712e-01	0.551833	1.000000e+00	1.000000e+00	0.575893	0	0	0
AK308309	2.964874e-01	7.072503e-01	0.708745	1.000000e+00	1.000000e+00	0.492262	0	0	0
AK308605	2.640666e-01	6.926738e-01	0.738994	1.000000e+00	1.000000e+00	0.477594	0	0	0
AK310228	5.250759e-01	7.728329e-01	0.591657	1.000000e+00	1.000000e+00	0.553410	0	0	0
AK311005	2.640666e-01	6.926738e-01	0.720670	1.000000e+00	1.000000e+00	0.486426	0	0	0
AK311291	2.640666e-01	6.926738e-01	0.721902	1.000000e+00	1.000000e+00	0.485828	0	0	0
AK4	3.332030e-01	7.200239e-01	0.686781	1.000000e+00	1.000000e+00	0.503193	0	0	0
AK5	6.674131e-01	8.386357e-01	0.366084	4.795868e-01	1.000000e+00	0.722571	1	0	0
AK7	8.426551e-01	9.115090e-01	0.234799	2.848852e-01	1.000000e+00	1.419400	2	0	0
